PMG11_00597	1614	4
PMG11_00598	1755	89
PMG11_00599	1131	11
PMG11_00600	2409	24
PMG11_00601	1629	49
PMG11_00602	1104	98
PMG11_00603	663	5
PMG11_00604	1377	92
PMG11_00605	2265	6
PMG11_00606	1440	12
PMG11_00607	1809	134
PMG11_00608	894	15
PMG11_00609	1848	79
PMG11_00610	1803	78
PMG11_00611	795	610
PMG11_00612	2244	47
PMG11_00613	1050	36
PMG11_00614	408	7
PMG11_00615	561	1
PMG11_00616	459	4
PMG11_00617	777	15
PMG11_00618	1065	671
PMG11_00619	2190	65
PMG11_00620	255	25
PMG11_00621	1602	6
PMG11_00622	1494	21
PMG11_00623	1938	41
PMG11_00624	2856	34
PMG11_00625	741	18
PMG11_00626	942	14
PMG11_00627	1158	36
PMG11_00628	2589	7
PMG11_00629	4338	25
PMG11_00630	1038	27
PMG11_00631	1440	63
PMG11_00632	972	23
PMG11_00633	981	34
PMG11_00634	1155	5
PMG11_00635	1350	0
PMG11_00636	1434	1
PMG11_00637	1038	18
PMG11_00638	1431	35
PMG11_00639	960	1
PMG11_00640	1917	1
PMG11_00641	1551	4
PMG11_00642	882	0
PMG11_00643	1917	19
PMG11_00644	5727	35
PMG11_00645	318	119
PMG11_00646	2805	38
PMG11_00647	1497	106
PMG11_00648	555	123
PMG11_00649	819	3
PMG11_00650	2046	45
PMG11_00651	2046	32
PMG11_00652	3072	62
PMG11_00653	1014	7
PMG11_00654	507	31
PMG11_00655	1110	21
PMG11_00656	2328	32
PMG11_00657	822	0
PMG11_00658	2895	21
PMG11_00659	1830	89
PMG11_00660	1734	14
PMG11_00661	1113	1
PMG11_00662	609	863
PMG11_00663	1626	180
PMG11_00664	1608	61
PMG11_00665	2544	81
PMG11_00666	1275	30
PMG11_00667	4635	158
PMG11_00668	2151	82
PMG11_00669	2589	8
PMG11_00670	360	615
PMG11_00671	2025	63
PMG11_00672	3288	189
PMG11_00673	942	38
PMG11_00674	1224	18
PMG11_00675	1278	0
PMG11_00676	1401	0
PMG11_00677	405	938
PMG11_00678	1284	80
PMG11_00679	309	220
PMG11_00680	1575	44
PMG11_00681	1233	103
PMG11_00682	1569	6
PMG11_00683	1587	54
PMG11_00684	1689	130
PMG11_00685	2631	452
PMG11_00686	1158	4
PMG11_00687	1671	40
PMG11_00688	1311	83
PMG11_00689	1950	62
PMG11_00690	1128	43
PMG11_00691	1257	60
PMG11_00692	1917	6
PMG11_00693	1062	61
PMG11_00694	411	363
PMG11_00695	660	60
PMG11_00696	1632	101
PMG11_00697	3165	85
PMG11_00698	2847	38
PMG11_00699	1158	0
PMG11_00700	2835	2
PMG11_00701	1377	0
PMG11_00702	1647	3
PMG11_00703	891	3
PMG11_00704	1518	31
PMG11_00705	1656	3
PMG11_00706	1302	0
PMG11_00707	1407	2
PMG11_00708	702	21
PMG11_00709	882	18
PMG11_00710	1263	2
PMG11_00711	930	0
PMG11_00712	1398	2
PMG11_00713	402	2
PMG11_00714	558	249
PMG11_00715	615	533
PMG11_00716	1050	100
PMG11_00717	2541	3
PMG11_00718	1647	10
PMG11_00719	2007	6
PMG11_00720	915	465
PMG11_00721	2964	79
PMG11_00722	771	21
PMG11_00723	1062	1
PMG11_00724	1218	3
PMG11_00725	1287	3
PMG11_00726	843	14
PMG11_00727	804	40
PMG11_00728	2070	27
PMG11_00729	1917	9
PMG11_00730	2310	23
PMG11_00731	786	39
PMG11_00732	1470	2
PMG11_00733	1740	14
PMG11_00734	477	17
PMG11_00735	669	51
PMG11_00736	1746	59
PMG11_00737	4869	336
PMG11_00738	462	7
PMG11_00739	729	1
PMG11_00740	882	0
PMG11_00741	1437	2
PMG11_00742	990	3
PMG11_00743	2325	10
PMG11_00744	1959	34
PMG11_00745	1629	75
PMG11_00746	999	29
PMG11_00747	1053	272
PMG11_00748	930	10
PMG11_00749	1482	16
PMG11_00750	4512	119
PMG11_00751	1329	86
PMG11_00752	702	79
PMG11_00753	1344	6
PMG11_00754	1245	6
PMG11_00755	1140	63
PMG11_00756	1344	82
PMG11_00757	1275	48
PMG11_00758	1491	101
PMG11_00759	1224	79
PMG11_00760	14391	31
PMG11_00761	408	1181
PMG11_00762	570	1616
PMG11_00763	1107	29
PMG11_00764	1383	7313
PMG11_00765	357	28
PMG11_00766	948	38
PMG11_00767	1068	0
PMG11_00768	2403	170
PMG11_00769	1329	69
PMG11_00770	330	777
PMG11_00771	987	67
PMG11_00772	1872	1
PMG11_00773	2214	51
PMG11_00774	1806	107
PMG11_00775	1017	26
PMG11_00776	1713	93
PMG11_00777	2277	41
PMG11_00778	1065	11
PMG11_00779	3636	339
PMG11_00780	456	4
PMG11_00781	2886	9
PMG11_00782	468	0
PMG11_00783	1206	108
PMG11_00784	1320	48
PMG11_00785	1608	0
PMG11_00786	2616	54
PMG11_00787	807	39
