"gene_ID","gene_length","logFC","fold_change","direction","AveExpr","t","P.Value","adj.P.Val","BGC_class","enzyme","product"
"PMG11_08229",1698,-0.326287535011266,0.797586261769059,"down in DK1042 WT",3.61278090568674,0,0.869124197186852,0.999950541728852,"","","hypothetical protein"
"PMG11_07208",2709,0.583630050548845,1.49861526343849,"up in DK1042 WT",7.27670268629637,0,0.869585275107823,0.999950541728852,"","","Putative 26S proteasome regulatory subunit rpn-1"
"PMG11_03873",366,0.306509739578981,1.23671214449996,"up in DK1042 WT",2.07466743938277,0,0.869634391709232,0.999950541728852,"","","hypothetical protein"
"PMG11_08963",1209,0.520442521527547,1.43439515622806,"up in DK1042 WT",5.00485818351251,0,0.869654572578264,0.999950541728852,"","","Putative Structure-specific endonuclease subunit slx1"
"PMG11_02963",1596,0.655997817969831,1.57570538889282,"up in DK1042 WT",7.72397972005199,0,0.869722057100833,0.999950541728852,"","","Putative T-complex protein 1 subunit beta"
"PMG11_10672",3609,-0.534553712982206,0.690372205194593,"down in DK1042 WT",9.25327200988716,0,0.869727997837547,0.999950541728852,"","","hypothetical protein"
"PMG11_05352",1902,-0.620208253649706,0.650577009871378,"down in DK1042 WT",6.52320742502616,0,0.869933784280382,0.999950541728852,"","","hypothetical protein"
"PMG11_08201",1071,0.290335154728668,1.22292434415115,"up in DK1042 WT",1.52457591063115,0,0.870004187382824,0.999950541728852,"","","Putative Catalytic activity: Formamide <=> cyanide H(2)O"
"PMG11_08743",1923,0.309432989173212,1.23922056332793,"up in DK1042 WT",3.66871157713545,0,0.870381147046166,0.999950541728852,"","","hypothetical protein"
"PMG11_08650",2808,0.617132606066803,1.53382363539314,"up in DK1042 WT",6.41859150969171,0,0.870570706988229,0.999950541728852,"","","hypothetical protein"
"PMG11_09934",1815,-0.602992888737192,0.658386706309619,"down in DK1042 WT",5.16094057374345,0,0.870783661493224,0.999950541728852,"","","hypothetical protein"
"PMG11_00719",2007,-0.334320492789863,0.793157624704166,"down in DK1042 WT",2.46552477417565,0,0.870870687016196,0.999950541728852,"","","Putative C6 zinc finger domain protein"
"PMG11_05998",1341,0.57374975836605,1.4883870656638,"up in DK1042 WT",6.26228716948863,0,0.870908268634149,0.999950541728852,"","","Putative tRNA dihydrouridine synthase"
"PMG11_06779",1485,0.399334927472348,1.31889976685393,"up in DK1042 WT",4.45816671588083,0,0.870920148381646,0.999950541728852,"","","Putative MAPKKK cascade protein kinase regulator Ste50"
"PMG11_03700",1755,-0.547582609242679,0.684165561467081,"down in DK1042 WT",7.51628382216622,0,0.870928379925615,0.999950541728852,"","","Putative Ribosome assembly protein Noc2"
"PMG11_06707",1374,-0.453604858736876,0.730215977563324,"down in DK1042 WT",7.53401717838346,0,0.870950165744029,0.999950541728852,"","","Putative Alpha-ketoglutarate-dependent taurine dioxygenase"
"PMG11_00549",1302,-0.579552877725907,0.669171135810354,"down in DK1042 WT",6.53699745006795,0,0.870958070355589,0.999950541728852,"","","hypothetical protein"
"PMG11_05163",945,-0.658572721459266,0.633504722220208,"down in DK1042 WT",6.67851645241498,0,0.870979133470447,0.999950541728852,"","","Putative Ubiquinone biosynthesis methyltransferase coq5"
"PMG11_09520",1041,0.307559202616862,1.23761209620362,"up in DK1042 WT",2.49591526914587,0,0.870995451132199,0.999950541728852,"","","hypothetical protein"
"PMG11_03885",1935,0.453123951647489,1.36900142817211,"up in DK1042 WT",4.24160863592786,0,0.871130608153955,0.999950541728852,"","","Putative WD domain-containing protein"
"PMG11_06515",1587,0.375271642408752,1.29708375718671,"up in DK1042 WT",4.64050847423333,0,0.871160550275041,0.999950541728852,"","","hypothetical protein"
